date,region,product,revenue,cost,units,source_file
2015-03-05,New York,Newell 345,59.52,44.0448,3,2015-03_dump.csv
2015-03-05,New York,Logitech Wireless Gaming Headset G930,479.97,302.38110000000006,3,2015-03_dump.csv
2015-03-05,New York,Acme Forged Steel Scissors with Black Enamel Handles,18.62,13.220200000000002,2,2015-03_dump.csv
2015-03-05,New York,GBC Wire Binding Combs,49.632,32.88119999999999,6,2015-03_dump.csv
2015-03-05,New York,Xerox 1891,97.82,51.84459999999999,2,2015-03_dump.csv
2015-03-03,California,"Bevis Oval Conference Table, Walnut",626.352,649.8402,3,2015-03_dump.csv
2015-03-26,California,Newell 308,3.36,2.52,2,2015-03_dump.csv
2015-03-26,California,Wilson Jones Leather-Like Binders with DublLock Round Rings,27.936,18.5076,4,2015-03_dump.csv
2015-03-26,California,Griffin GC17055 Auxiliary Audio Cable,28.784,25.9056,2,2015-03_dump.csv
2015-03-25,California,Newell 35,6.56,4.6576,2,2015-03_dump.csv
2015-03-25,California,"Eberhard Faber 3 1/2"" Golf Pencils",14.88,11.16,2,2015-03_dump.csv
2015-03-25,California,Imation Swivel Flash Drive USB flash drive - 8 GB,45.48,29.562,4,2015-03_dump.csv
2015-03-25,California,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",25.44,15.518400000000002,6,2015-03_dump.csv
2015-03-14,Illinois,Hewlett-Packard Deskjet 6540 Color Inkjet Printer,574.91,418.863,2,2015-03_dump.csv
2015-03-14,Illinois,Xerox 1963,8.448,5.808,2,2015-03_dump.csv
2015-03-14,Florida,Xerox 1887,91.056,59.1864,6,2015-03_dump.csv
2015-03-31,Florida,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",1125.488,1027.0078,7,2015-03_dump.csv
2015-03-31,Florida,Ibico Plastic and Wire Spiral Binding Combs,12.645,22.761,5,2015-03_dump.csv
2015-03-31,Florida,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",4.032,2.9736,2,2015-03_dump.csv
2015-03-07,Washington,Newell Chalk Holder,20.65,11.150999999999998,5,2015-03_dump.csv
2015-03-07,Washington,"Contico 72""H Heavy-Duty Storage System",204.9,204.9,5,2015-03_dump.csv
2015-03-07,Washington,Office Star - Task Chair with Contemporary Loop Arms,436.704,414.8688,6,2015-03_dump.csv
2015-03-07,Washington,"Global Leather and Oak Executive Chair, Black",481.568,427.3916,2,2015-03_dump.csv
2015-03-26,California,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,18.75,9.75,5,2015-03_dump.csv
2015-03-28,Ohio,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,330.588,473.8428,1,2015-03_dump.csv
2015-03-02,Pennsylvania,Xerox 1971,3.424,2.354,1,2015-03_dump.csv
2015-03-02,Pennsylvania,Hypercom P1300 Pinpad,151.2,119.07,3,2015-03_dump.csv
2015-04-13,Pennsylvania,Newell 314,17.856,16.74,4,2015-04_dump.xlsx
2015-04-13,Pennsylvania,Fellowes PB200 Plastic Comb Binding Machine,509.97,917.946,10,2015-04_dump.xlsx
2015-04-13,Pennsylvania,Staples,30.992,20.9196,13,2015-04_dump.xlsx
2015-04-13,Pennsylvania,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",71.928,63.5364,12,2015-04_dump.xlsx
2015-04-16,North Carolina,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",39.072,29.304,6,2015-04_dump.xlsx
2015-04-05,New York,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",55.48,28.8496,1,2015-04_dump.xlsx
2015-04-06,Pennsylvania,Large Capacity Hanging Post Binders,44.91,80.838,6,2015-04_dump.xlsx
2015-04-29,New York,Dax Clear Box Frame,17.46,11.5236,2,2015-04_dump.xlsx
2015-04-21,California,ACCOHIDE Binder by Acco,16.52,10.9445,5,2015-04_dump.xlsx
2015-04-01,California,Avery 490,29.6,14.8,2,2015-04_dump.xlsx
2015-04-01,California,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",17.088,11.5344,4,2015-04_dump.xlsx
2015-04-06,Pennsylvania,Martin-Yale Premier Letter Opener,10.304,12.4936,1,2015-04_dump.xlsx
2015-04-06,Pennsylvania,KI Adjustable-Height Table,154.764,190.8756,3,2015-04_dump.xlsx
2015-04-06,Pennsylvania,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,116.784,94.887,2,2015-04_dump.xlsx
2015-04-23,Pennsylvania,Wilson Jones Suede Grain Vinyl Binders,2.502,4.2534,3,2015-04_dump.xlsx
2015-04-04,California,Avery 518,18.9,9.828,6,2015-04_dump.xlsx
2015-04-25,Texas,Xerox 1985,10.368,6.7392,2,2015-04_dump.xlsx
2015-04-25,Texas,12 Colored Short Pencils,6.24,5.694,3,2015-04_dump.xlsx
2015-04-28,Maryland,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",20.86,11.473,2,2015-04_dump.xlsx
2015-04-28,Maryland,Recycled Steel Personal File for Standard File Folders,497.61,368.2314,9,2015-04_dump.xlsx
2015-04-28,Maryland,Blackstonian Pencils,5.34,3.8448,2,2015-04_dump.xlsx
2015-04-28,Maryland,Avery 488,3.15,1.638,1,2015-04_dump.xlsx
2015-04-26,California,Bevis Steel Folding Chairs,230.28,207.252,3,2015-04_dump.xlsx
2015-04-26,California,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",18.288,12.573,6,2015-04_dump.xlsx
2015-04-25,North Carolina,AT&T CL2909,302.376,264.579,3,2015-04_dump.xlsx
2015-04-12,California,Pyle PMP37LED,1075.088,981.0178,14,2015-04_dump.xlsx
2015-04-12,California,AT&T 1080 Corded phone,438.368,400.0108,4,2015-04_dump.xlsx
2015-04-12,California,Recycled Pressboard Report Cover with Reinforced Top Hinge,18.088,11.5311,7,2015-04_dump.xlsx
2015-04-12,California,O'Sullivan Living Dimensions 2-Shelf Bookcases,308.499,326.646,3,2015-04_dump.xlsx
2015-04-29,Louisiana,"Global Stack Chair without Arms, Black",51.96,38.97,2,2015-04_dump.xlsx
2015-04-29,Louisiana,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,17.94,9.328800000000001,3,2015-04_dump.xlsx
2015-04-05,Virginia,Crayola Colored Pencils,22.96,15.3832,7,2015-04_dump.xlsx
2015-04-05,Virginia,AT&T CL82213,28.99,20.5829,1,2015-04_dump.xlsx
2015-04-05,Virginia,Xerox 1957,12.96,6.609600000000001,2,2015-04_dump.xlsx
2015-04-05,Virginia,Newell 321,22.96,16.3016,7,2015-04_dump.xlsx
2015-04-05,Virginia,Martin Yale Chadless Opener Electric Letter Opener,4164.05,4080.769,5,2015-04_dump.xlsx
2015-04-23,Ohio,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",281.372,293.4308,2,2015-04_dump.xlsx
2015-04-23,Ohio,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",281.372,293.4308,2,2015-04_dump.xlsx
2015-04-23,Ohio,Zipper Ring Binder Pockets,7.488,12.7296,8,2015-04_dump.xlsx
2015-04-23,Ohio,G.E. Halogen Desk Lamp Bulbs,22.336,14.5184,4,2015-04_dump.xlsx
2015-04-07,Alabama,"Stacking Tray, Side-Loading, Legal, Smoke",8.96,6.182400000000001,2,2015-04_dump.xlsx
2015-04-18,California,Ativa MDM8000 8-Sheet Micro-Cut Shredder,287.968,190.7788,4,2015-04_dump.xlsx
2015-04-18,California,Newell 351,13.12,9.315199999999999,4,2015-04_dump.xlsx
2015-04-18,California,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",10.75,7.202500000000001,5,2015-04_dump.xlsx
2015-04-18,California,"Advantus Push Pins, Aluminum Head",11.62,8.0178,2,2015-04_dump.xlsx
2015-04-28,Ohio,Avery File Folder Labels,6.912,4.4064,3,2015-04_dump.xlsx
2015-04-28,Ohio,X-Rack File for Hanging Folders,27.096,25.0638,3,2015-04_dump.xlsx
2015-04-28,Ohio,"Carina Mini System Audio Rack, Model AR050B",177.568,215.3012,2,2015-04_dump.xlsx
2015-04-11,Florida,"Acco Banker's Clasps, 5 3/4""-Long",6.912,4.5792,3,2015-04_dump.xlsx
2015-04-11,Florida,Logitech Wireless Gaming Headset G930,383.976,302.3811,3,2015-04_dump.xlsx
2015-04-11,Florida,Xerox 224,10.368,6.7392,2,2015-04_dump.xlsx
2015-04-11,Florida,Logitech Wireless Anywhere Mouse MX for PC and Mac,335.944,293.951,7,2015-04_dump.xlsx
2015-04-08,Arizona,Binder Clips by OIC,2.368,1.5392,2,2015-04_dump.xlsx
2015-04-08,Arizona,Things To Do Today Spiral Book,19.008,12.1176,3,2015-04_dump.xlsx
2015-04-05,Illinois,"Tenex File Box, Personal Filing Tote with Lid, Black",49.632,45.9096,4,2015-04_dump.xlsx
2015-04-05,Illinois,Adjustable Personal File Tote,52.096,48.18879999999999,4,2015-04_dump.xlsx
2015-04-04,Michigan,Advantus Panel Wall Acrylic Frame,5.47,3.1179,1,2015-04_dump.xlsx
2015-04-04,Michigan,Newell 319,79.36,55.552,4,2015-04_dump.xlsx
2015-04-07,South Carolina,AT&T TR1909W,629.95,466.163,5,2015-04_dump.xlsx
2015-04-07,South Carolina,Xerox 1945,122.97,62.7147,3,2015-04_dump.xlsx
2015-04-25,California,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",303.25,239.5675,5,2015-04_dump.xlsx
2015-04-25,California,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,270.72,192.2112,3,2015-04_dump.xlsx
2015-04-25,California,GuestStacker Chair with Chrome Finish Legs,1487.04,1338.336,5,2015-04_dump.xlsx
2015-04-19,California,"Executive Impressions 13"" Chairman Wall Clock",76.14,49.491,3,2015-04_dump.xlsx
2015-04-11,Idaho,GBC Personal VeloBind Strips,9.584,6.2296,1,2015-04_dump.xlsx
2015-04-04,California,Avery Non-Stick Binders,7.184,4.939,2,2015-04_dump.xlsx
2015-04-11,Texas,Jawbone JAMBOX Wireless Bluetooth Speaker,758.352,492.9288,6,2015-04_dump.xlsx
2015-04-30,Mississippi,Maxell 4.7GB DVD-RW 3/Pack,47.79,31.5414,3,2015-04_dump.xlsx
2015-04-06,Washington,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",653.55,542.4465,3,2015-04_dump.xlsx
2015-04-06,Washington,Kingston Digital DataTraveler 32GB USB 2.0,33.9,31.866,2,2015-04_dump.xlsx
2015-04-20,Texas,Bush Advantage Collection Round Conference Table,744.1,839.77,5,2015-04_dump.xlsx
2015-04-20,Texas,"Personal Folder Holder, Ebony",44.84,39.235,5,2015-04_dump.xlsx
2015-04-20,Texas,Riverside Furniture Stanwyck Manor Table Series,401.59,533.5409999999999,2,2015-04_dump.xlsx
2015-04-04,Louisiana,Safco Commercial Shelving,232.55,223.248,5,2015-04_dump.xlsx
2015-04-04,Louisiana,Logitech Wireless Marathon Mouse M705,99.98,56.98860000000001,2,2015-04_dump.xlsx
2015-04-04,Louisiana,Xerox 209,19.44,10.1088,3,2015-04_dump.xlsx
2015-04-04,Louisiana,Xerox 1966,12.96,6.609600000000001,2,2015-04_dump.xlsx
2015-04-02,Georgia,Xerox 1990,15.84,8.712,3,2015-04_dump.xlsx
2015-04-02,Georgia,Motorola Droid Maxx,1049.93,755.9496000000001,7,2015-04_dump.xlsx
2015-04-02,Georgia,Euro-Pro Shark Turbo Vacuum,154.9,114.626,5,2015-04_dump.xlsx
2015-04-08,Alabama,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",1215.92,899.7808,8,2015-04_dump.xlsx
2015-04-06,California,Tenex B1-RE Series Chair Mats for Low Pile Carpets,91.96,76.32679999999999,2,2015-04_dump.xlsx
2015-04-06,California,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,33.11,20.1971,7,2015-04_dump.xlsx
2015-04-06,California,Xerox 211,19.44,10.1088,3,2015-04_dump.xlsx
2015-04-06,California,Xerox 194,55.48,28.8496,1,2015-04_dump.xlsx
2015-04-07,Georgia,Xerox 226,58.32,30.3264,9,2015-04_dump.xlsx
2015-04-07,Georgia,RCA Visys Integrated PBX 8-Line Router,200.97,150.7275,3,2015-04_dump.xlsx
2015-04-29,Tennessee,Global Leather Executive Chair,561.584,491.386,2,2015-04_dump.xlsx
2015-04-29,Tennessee,2300 Heavy-Duty Transfer File Systems by Perma,99.92,101.169,5,2015-04_dump.xlsx
2015-04-08,Arizona,"Alliance Super-Size Bands, Assorted Sizes",49.792,61.6176,8,2015-04_dump.xlsx
2015-04-18,Texas,Prang Dustless Chalk Sticks,2.688,1.68,2,2015-04_dump.xlsx
2015-04-18,Texas,DMI Arturo Collection Mission-style Design Wood Chair,317.058,335.1756,3,2015-04_dump.xlsx
2015-04-18,Texas,Cameo Buff Policy Envelopes,149.352,98.9457,3,2015-04_dump.xlsx
2015-04-18,Texas,Kensington Expert Mouse Optical USB Trackball for PC or Mac,227.976,199.479,3,2015-04_dump.xlsx
2015-04-13,Maryland,Avery 479,7.83,4.2282,3,2015-04_dump.xlsx
2015-04-20,California,"GE 4 Foot Flourescent Tube, 40 Watt",59.92,32.35680000000001,4,2015-04_dump.xlsx
2015-04-08,California,Bevis 36 x 72 Conference Tables,99.592,97.1022,1,2015-04_dump.xlsx
2015-04-08,California,Logitech Wireless Headset h800,399.96,259.974,4,2015-04_dump.xlsx
2015-04-22,New York,Staple envelope,247.84,126.3984,8,2015-04_dump.xlsx
2015-04-22,New York,"ACCOHIDE 3-Ring Binder, Blue, 1""",9.912,6.566700000000001,3,2015-04_dump.xlsx
2015-04-26,California,Newell 347,21.4,15.194,5,2015-04_dump.xlsx
2015-04-26,California,Avery 495,12.6,6.803999999999999,2,2015-04_dump.xlsx
2015-04-08,Ohio,Riverside Furniture Stanwyck Manor Table Series,172.11,266.7705,1,2015-04_dump.xlsx
2015-04-15,California,Belkin F9G930V10-GRY 9 Outlet Surge,106.96,75.9416,2,2015-04_dump.xlsx
2015-04-15,California,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",187.76,110.7784,4,2015-04_dump.xlsx
2015-04-19,Virginia,GBC Durable Plastic Covers,58.05,31.347,3,2015-04_dump.xlsx
2015-04-19,Virginia,Xerox 232,71.28,37.0656,11,2015-04_dump.xlsx
2015-04-01,Massachusetts,Rogers Profile Extra Capacity Storage Tub,66.96,64.2816,4,2015-04_dump.xlsx
2015-04-01,Massachusetts,Zipper Ring Binder Pockets,6.24,3.1824,2,2015-04_dump.xlsx
2015-04-29,Delaware,Square Credit Card Reader,19.98,14.7852,2,2015-04_dump.xlsx
2015-04-11,Montana,Eldon Simplefile Box Office,87.08,62.69759999999999,7,2015-04_dump.xlsx
2015-04-11,Montana,AT&T SB67148 SynJ,105.584,96.3454,2,2015-04_dump.xlsx
2015-04-11,Montana,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,217.44,126.1152,6,2015-04_dump.xlsx
2015-04-28,California,Samsung Galaxy Mega 6.3,1679.96,1553.963,5,2015-04_dump.xlsx
2015-04-30,Kentucky,Hunt Boston Vacuum Mount KS Pencil Sharpener,174.95,129.463,5,2015-04_dump.xlsx
2015-04-30,Kentucky,Economy Rollaway Files,826.0,611.24,5,2015-04_dump.xlsx
2015-04-02,Texas,Xerox 1898,26.72,17.368,5,2015-04_dump.xlsx
2015-04-02,Texas,Xerox 1947,33.488,23.023,7,2015-04_dump.xlsx
2015-04-06,California,Boston Home & Office Model 2000 Electric Pencil Sharpeners,70.95,52.503,3,2015-04_dump.xlsx
2015-04-06,California,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",65.568,41.7996,2,2015-04_dump.xlsx
2015-04-06,California,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,299.97,167.9832,3,2015-04_dump.xlsx
2015-04-02,Virginia,Luxo Adjustable Task Clamp Lamp,177.68,131.4832,2,2015-04_dump.xlsx
2015-04-28,New York,Logitech G600 MMO Gaming Mouse,159.98,102.3872,2,2015-04_dump.xlsx
2015-04-21,Kentucky,"SAFCO Commercial Wire Shelving, Black",828.84,828.84,6,2015-04_dump.xlsx
2015-04-12,Indiana,Xerox 213,32.4,16.848,5,2015-04_dump.xlsx
2015-04-23,California,Xerox 1891,48.91,25.9223,1,2015-04_dump.xlsx
2015-04-05,Michigan,Stanley Contemporary Battery Pencil Sharpeners,26.7,19.224,2,2015-04_dump.xlsx
2015-04-05,Michigan,"Fellowes Twister Kit, Gray/Clear, 3/pkg",40.2,22.11,5,2015-04_dump.xlsx
2015-04-05,Michigan,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",13.89,9.3063,3,2015-04_dump.xlsx
2015-04-05,Michigan,Space Solutions HD Industrial Steel Shelving.,689.82,669.1254,6,2015-04_dump.xlsx
2015-04-12,California,Prismacolor Color Pencil Set,39.68,23.4112,2,2015-04_dump.xlsx
2015-04-03,California,Staple envelope,11.16,5.58,2,2015-04_dump.xlsx
2015-04-03,California,Enermax Briskie RF Wireless Keyboard and Mouse Combo,62.31,39.8784,3,2015-04_dump.xlsx
2015-04-03,California,Logitech G600 MMO Gaming Mouse,159.98,102.3872,2,2015-04_dump.xlsx
2015-04-05,Kentucky,Ibico Standard Transparent Covers,115.36,58.8336,7,2015-04_dump.xlsx
2015-05-13,Utah,Fellowes Super Stor/Drawer,55.5,45.51,2,2015-05_dump.csv
2015-05-11,Texas,SanDisk Cruzer 64 GB USB Flash Drive,58.112,50.848,2,2015-05_dump.csv
2015-05-11,Texas,Xblue XB-1670-86 X16 Small Office Telephone - Titanium,100.792,94.4925,1,2015-05_dump.csv
2015-05-11,Texas,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",66.112,150.4048,4,2015-05_dump.csv
2015-05-23,Pennsylvania,Angle-D Ring Binders,3.282,5.9076,2,2015-05_dump.csv
2015-05-23,Pennsylvania,Newell 317,21.168,18.7866,9,2015-05_dump.csv
2015-05-23,Pennsylvania,Motorola L804,55.188,65.3058,2,2015-05_dump.csv
2015-05-27,California,KI Conference Tables,567.12,595.476,10,2015-05_dump.csv
2015-05-27,California,Fellowes Officeware Wire Shelving,359.32,352.1336,4,2015-05_dump.csv
2015-05-14,Florida,Electrix Halogen Magnifier Lamp,310.88,287.564,2,2015-05_dump.csv
2015-05-09,California,Kingston Digital DataTraveler 32GB USB 2.0,67.8,63.732,4,2015-05_dump.csv
2015-05-09,California,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,167.97,127.6572,3,2015-05_dump.csv
2015-05-21,Virginia,Fellowes PB300 Plastic Comb Binding Machine,2715.93,1439.4428999999998,7,2015-05_dump.csv
2015-05-21,Virginia,Plantronics Voyager Pro Legend,617.97,444.9384,3,2015-05_dump.csv
2015-05-27,California,Plantronics HL10 Handset Lifter,1113.504,988.2348,12,2015-05_dump.csv
2015-05-27,California,Logitech Wireless Performance Mouse MX for PC and Mac,99.99,61.99379999999999,1,2015-05_dump.csv
2015-05-04,Michigan,Fellowes Binding Cases,46.8,25.74,4,2015-05_dump.csv
2015-05-27,Illinois,Fellowes Presentation Covers for Comb Binding Machines,17.46,48.015,6,2015-05_dump.csv
2015-05-06,California,Wilson Jones Legal Size Ring Binders,140.736,87.95999999999998,8,2015-05_dump.csv
2015-05-04,Connecticut,DAX Wood Document Frame,27.46,17.5744,2,2015-05_dump.csv
2015-05-03,Wisconsin,Avery 481,21.56,11.211199999999998,7,2015-05_dump.csv
2015-05-26,California,Sauder Inglewood Library Bookcases,290.666,263.3092,2,2015-05_dump.csv
2015-05-26,California,VTech DS6151,201.584,181.4256,2,2015-05_dump.csv
2015-05-26,California,netTALK DUO VoIP Telephone Service,83.984,52.49,2,2015-05_dump.csv
2015-05-12,Wisconsin,"DAX Value U-Channel Document Frames, Easel Back",34.79,24.0051,7,2015-05_dump.csv
2015-05-11,Texas,Logitech ClearChat Comfort/USB Headset H390,46.864,39.2486,2,2015-05_dump.csv
2015-05-25,Illinois,Harmony Air Purifier,75.6,241.92,2,2015-05_dump.csv
2015-05-25,Illinois,"Electrix Incandescent Magnifying Lamp, Black",29.32,53.509,2,2015-05_dump.csv
2015-05-18,Ohio,Apple iPhone 5,779.796,948.7518,2,2015-05_dump.csv
2015-05-13,Florida,Staples,7.104,4.7064,2,2015-05_dump.csv
2015-05-13,Florida,GBC DocuBind P100 Manual Binding Machine,398.352,730.3119999999999,8,2015-05_dump.csv
2015-05-20,New Hampshire,Acco 6 Outlet Guardian Basic Surge Suppressor,33.28,23.9616,4,2015-05_dump.csv
2015-05-20,New Hampshire,"Sanford Colorific Scented Colored Pencils, 12/Pack",38.52,26.5788,9,2015-05_dump.csv
2015-05-20,New Hampshire,24-Hour Round Wall Clock,139.86,79.7202,7,2015-05_dump.csv
2015-05-24,Maryland,Xerox 1944,116.28,59.3028,3,2015-05_dump.csv
2015-05-12,Massachusetts,"Bevis Traditional Conference Table Top, Plinth Base",700.056,830.0664,3,2015-05_dump.csv
2015-05-26,California,Hon Olson Stacker Stools,225.296,202.7664,2,2015-05_dump.csv
2015-05-26,Utah,"Wirebound Service Call Books, 5 1/2"" x 4""",48.4,25.168,5,2015-05_dump.csv
2015-05-17,Wisconsin,Surelock Post Binders,91.68,45.84,3,2015-05_dump.csv
2015-05-21,California,4009 Highlighters by Sanford,31.84,21.3328,8,2015-05_dump.csv
2015-05-18,Ohio,Deflect-o Glass Clear Studded Chair Mats,149.232,145.5012,3,2015-05_dump.csv
2015-05-18,Ohio,Xerox 1949,15.936,10.1592,4,2015-05_dump.csv
2015-05-13,California,Plantronics Audio 478 Stereo USB Headset,149.97,97.4805,3,2015-05_dump.csv
2015-05-22,Alabama,Nortel Networks T7316 E Nt8 B27,135.98,101.985,2,2015-05_dump.csv
2015-05-22,Alabama,Plantronics Encore H101 Dual Earpieces Headset,44.95,32.364000000000004,1,2015-05_dump.csv
2015-05-09,Kentucky,Fellowes Super Stor/Drawer,83.25,68.265,3,2015-05_dump.csv
2015-05-09,Kentucky,Avery 518,9.45,4.914,3,2015-05_dump.csv
2015-05-09,Kentucky,Avery 506,20.65,11.150999999999998,5,2015-05_dump.csv
2015-05-09,Kentucky,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),45.36,23.5872,7,2015-05_dump.csv
2015-05-03,New York,GBC Poly Designer Binding Covers,40.176,25.6122,3,2015-05_dump.csv
2015-05-03,New York,"Avery Durable Plastic 1"" Binders",10.896,6.946200000000001,3,2015-05_dump.csv
2015-05-11,New York,Staple holder,35.91,26.214299999999994,3,2015-05_dump.csv
2015-05-19,Michigan,Avery Heavy-Duty EZD View Binder with Locking Rings,57.42,31.0068,9,2015-05_dump.csv
2015-05-05,Kentucky,"Adams ""While You Were Out"" Message Pads",9.42,5.181,3,2015-05_dump.csv
2015-05-05,Kentucky,Newell 350,6.56,4.6576,2,2015-05_dump.csv
2015-05-05,Kentucky,Xerox 1933,24.56,13.016799999999998,2,2015-05_dump.csv
2015-05-06,California,Staple-on labels,5.78,3.0634,2,2015-05_dump.csv
2015-05-06,California,Model L Table or Wall-Mount Pencil Sharpener,107.94,77.7168,6,2015-05_dump.csv
2015-05-05,Texas,"Global Value Mid-Back Manager's Chair, Gray",127.869,137.0025,3,2015-05_dump.csv
2015-05-30,Virginia,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",13.62,7.491,3,2015-05_dump.csv
2015-05-05,Illinois,Eldon Portable Mobile Manager,45.248,41.2888,2,2015-05_dump.csv
2015-05-10,Washington,"Strathmore #10 Envelopes, Ultimate White",158.13,80.6463,3,2015-05_dump.csv
2015-05-10,Washington,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",43.6,39.24,5,2015-05_dump.csv
2015-05-13,California,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",279.456,258.4968,6,2015-05_dump.csv
2015-05-13,California,EcoTones Memo Sheets,8.0,4.16,2,2015-05_dump.csv
2015-05-28,Washington,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,57.408,51.6672,6,2015-05_dump.csv
2015-05-28,Washington,Imation 30456 USB Flash Drive 8GB,27.6,25.392000000000003,4,2015-05_dump.csv
2015-05-30,Illinois,Chromcraft Rectangular Conference Tables,355.455,540.2916,3,2015-05_dump.csv
